o	n	s	s	n	s	n	n	n	n	n	n	s
60030065	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-3队长展示2
60021020	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	5-4开场角色展示
60021020	2	aside_2	talk	gs_screenplay.str42	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300269	0	0	0	0	0	5-4月山习：金木君，我可以坐在这里吗？
60021020	1	aside_1	talk	gs_screenplay.str43	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh5.assetbundle	81300020	0	0	0	0	0	5-4金木研：啊，请坐，月山先生为什么会来上井大学？
60021020	2	aside_2	talk	gs_screenplay.str44	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300270	0	0	0	0	0	5-4月山习：来见你…
60030067	1	aside_1	func	BossShow;boss=31000270;anim_id=69	0	0	0	0	0	0	0	5-4BOSS展示
60030067	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	5-4BOSS展示名字和描述
60030067	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	5-4BOSS展示结束
60021021	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	5-4BOSS死亡慢动作
60021021	2	aside_2	talk	gs_screenplay.str45	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300271	0	0	0	0	0	5-4月山习：对了，金木君，这附近有一家神代小姐常去的店，要一起去吗？
60021021	1	aside_1	talk	gs_screenplay.str46	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh5.assetbundle	81300021	0	0	0	0	0	5-4金木研：利世小姐常去的吗？我想去看看！
60021021	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	5-4队长展示
60021021	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-4队长展示2
60030068	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	5-4战斗失败
60030068	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-4队长展示2
60030069	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	5-5开场角色展示
60030071	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	5-5BOSS死亡慢动作
60030071	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	5-5队长展示
60030071	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-5队长展示2
60030070	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	5-5战斗失败
60030070	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-5队长展示2
60021022	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	5-6开场角色展示
60021022	1	aside_1	talk	gs_screenplay.str47	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh7.assetbundle	81300022	0	0	0	0	0	5-6金木研：这个地方，利世小姐也经常来吗？怎…怎么回事？
60030073	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	5-6队长展示
60030073	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-6队长展示2
60030072	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	5-6战斗失败
60030072	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-6队长展示2
60030074	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	5-7开场角色展示
60030074	0	aside_1	talk	gs_screenplay.str162	0	0	0	0	0	0	0	5-7旁白：餐厅里的机关把金木带到一处类似角斗场的地方，周围的看台上围满了喰种，美食家月山习也在其中，金木露出难以置信的表情，痴痴地念叨着“为…为什么”
60030075	1	aside_1	func	BossShow;boss=31000300;anim_id=949	0	0	0	0	0	0	0	5-7BOSS展示
60030075	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	5-7BOSS展示名字和描述
60030075	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	5-7BOSS展示结束
60021024	1	0	func	FallDownGangJia	0	0	0	0	0	0	0	5-7【游戏战斗中展现】（月山杀死太郎）（触发机制为玩家与太郎战斗时，玩家血量低于50%）
60021024	2	aside_1	talk	gs_screenplay.str48	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300272	0	0	0	0	0	5-7月山习：各位，引起这么大的骚动我很抱歉，不如这样吧……让我们来尝尝A女士饲养的解体师如何？
60021024	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	5-7BOSS死亡慢动作
60021024	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	5-7队长展示
60021024	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-7队长展示2
60030076	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	5-7战斗失败
60030076	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	5-7队长展示2
60021025	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	6-1开场角色展示
60021025	0	aside_3	talk	gs_screenplay.str163	0	0	0	0	0	0	0	6-1旁白：某天，工作结束后准备回家的金木被芳村店长叫住，得知四方想见他。
60021025	2	aside_2	talk	gs_screenplay.str49	assetbundles/prefabs/ui/image/icon/drama_dh/sifanglianshi2_dh.assetbundle	81300178	0	0	0	0	0	6-1四方莲示：白鸠已经深入20区了，遇到紧急情况，必须自己保护自己…我上了
60021025	1	aside_1	talk	gs_screenplay.str50	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh5.assetbundle	81300023	0	0	0	0	0	6-1金木研：等…等等！
60030077	1	aside_1	func	BossShow;boss=31000310;anim_id=652	0	0	0	0	0	0	0	6-1BOSS展示
60030077	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	6-1BOSS展示名字和描述
60030077	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	6-1BOSS展示结束
60030079	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	6-1BOSS死亡慢动作
60030079	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-1队长展示
60030079	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-1队长展示2
60030078	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-1战斗失败
60030078	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-1队长展示2
60030080	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	6-2开场角色展示
60030082	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	6-2BOSS死亡慢动作
60030082	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-2队长展示
60030082	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-2队长展示2
60030081	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-2战斗失败
60030081	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-2队长展示2
60021026	1	aside_1	func	PlayUiAudio;audio_id=81900002	0	0	0	0	0	0	0	6-3开场动画声音
60021026	1	aside_1	func	ScreenPlay;obj=juqing_6-3,;anim_name=juqing;rollback=1;	0	0	0	0	0	0	0	6-3开场动画
60021026	1	aside_1	func	Wait;1	0	0	0	0	0	0	0	6-3暂停1秒
60021026	1	aside_1	func	PlayTransitionUI;	0	0	0	0	0	0	0	6-3白屏过场
60021026	1	aside_1	func	ScreenPlayOver	0	0	0	0	0	0	0	6-3动画结束
60021026	1	aside_1	func	DeleteObj;list=juqing_6-3,	0	0	0	0	0	0	0	6-3删除动画
60021026	1	aside_1	func	CreateObstacle;list=xiwei,	0	0	0	0	0	0	0	6-3创建受伤西尾锦
60021026	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	6-3开场角色展示
60030085	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	6-3BOSS死亡慢动作
60030085	0	aside_1	talk	gs_screenplay.str164	0	0	0	0	0	0	0	6-3旁白：赶走三只喰种后，金木送西尾锦送回家，把他交给了他的女友西野贵未。
60030085	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-3队长展示
60030085	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-3队长展示2
60030084	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-3战斗失败
60030084	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-3队长展示2
60021027	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	6-4开场角色展示
60021027	0	aside_4	talk	gs_screenplay.str165	0	0	0	0	0	0	0	6-4旁白：月山习绑走西野贵未，又给金木送去一封共同进餐的邀请信，为了救出西野贵未，金木跟西尾锦一起来到了月山信中提到的教堂……
60021027	2	aside_3	talk	gs_screenplay.str53	assetbundles/prefabs/ui/image/icon/drama_dh/xiweijin_dh.assetbundle	81300069	0	0	0	0	0	6-4西尾锦：月山，把贵末还给我！
60021027	2	aside_2	talk	gs_screenplay.str54	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300279	0	0	0	0	0	6-4月山习：很遗憾，那是不可能的。
60021027	2	aside_2	talk	gs_screenplay.str1005	assetbundles/prefabs/ui/image/icon/drama_dh/yueshanxi_dh.assetbundle	81300280	0	0	0	0	0	6-4月山习：这位女性是今夜晚餐的香料，要保持最新鲜的状态，让金木吃掉，准确地来说，是要吃掉正在进食的金木，我想这样做。
60021027	1	aside_1	talk	gs_screenplay.str55	assetbundles/prefabs/ui/image/icon/drama_dh/jinmu_dh5.assetbundle	81300025	0	0	0	0	0	6-4金木研：变态
60030087	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-4队长展示
60030087	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-4队长展示2
60030086	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-4战斗失败
60030086	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-4队长展示2
60030090	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	6-5BOSS死亡慢动作
60030090	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-5队长展示
60030090	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-5队长展示2
60030089	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-5战斗失败
60030089	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-5队长展示2
60021028	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	6-6开场角色展示
60030092	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	6-6BOSS死亡慢动作
60030092	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-6队长展示
60030092	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-6队长展示2
60030091	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-6战斗失败
60030091	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-6队长展示2
60021029	1	aside_1	func	PlayUiAudio;audio_id=81900000	0	0	0	0	0	0	0	6-7开场动画声音
60021029	1	aside_1	func	ScreenPlay;obj=juqing_6-7_jinguanka,juqing_6-7_jinguanka_fx,;anim_name=juqing;rollback=1;	0	0	0	0	0	0	0	6-7开场动画
60021029	1	aside_1	func	Wait;2	0	0	0	0	0	0	0	6-7暂停2秒
60021029	1	aside_1	func	PlayTransitionUI;	0	0	0	0	0	0	0	6-7白屏过场
60021029	1	aside_1	func	ScreenPlayOver	0	0	0	0	0	0	0	6-7动画结束
60021029	1	aside_1	func	DeleteObj;list=juqing_6-7_jinguanka,juqing_6-7_jinguanka_fx,	0	0	0	0	0	0	0	6-7删除动画
60021029	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	6-7开场角色展示
60030093	1	aside_1	func	BossShow;boss=31000370;anim_id=69	0	0	0	0	0	0	0	6-7BOSS展示
60030093	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	6-7BOSS展示名字和描述
60030093	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	6-7BOSS展示结束
60021030	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	6-7BOSS死亡慢动作
60021030	1	aside_1	func	PlayUiAudio;audio_id=81900001	0	0	0	0	0	0	0	6-7开场动画声音
60021030	1	aside_1	func	ScreenPlay;obj=juqing_6-7_chuguanka,;anim_name=juqing01;rollback=1;	0	0	0	0	0	0	0	6-7出场动画
60021030	1	aside_1	func	Wait;2	0	0	0	0	0	0	0	6-7暂停2秒
60021030	1	aside_1	func	DeleteObj;list=juqing_6-7_chuguanka,	0	0	0	0	0	0	0	6-7删除动画
60021030	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	6-7队长展示
60021030	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-7队长展示2
60030094	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	6-7战斗失败
60030094	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	6-7队长展示2
60030095	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-1开场角色展示
60030095	0	aside_1	talk	gs_screenplay.str166	0	0	0	0	0	0	0	7-1旁白：喰种医生笛口意识到自己惹上了麻烦人物，所以将妻女送去了Antique咖啡店拜托芳村店长照顾。不久之后，麻烦找上门了……
60021031	1	aside_1	func	BossShow;boss=31000380;anim_id=662	0	0	0	0	0	0	0	7-1BOSS展示
60021031	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	7-1BOSS展示名字和描述
60021031	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	7-1BOSS展示结束
60021031	1	aside_1	talk	gs_screenplay.str60	assetbundles/prefabs/ui/image/icon/drama_dh/dikouyaguan_dh.assetbundle	81300184	0	0	0	0	0	7-1笛口朝树：能…能请你不要再来这里了吗？我想过平静的生活，拜托了
60021031	2	aside_2	talk	gs_screenplay.str61	assetbundles/prefabs/ui/image/icon/drama_dh/dashoubayun_dh1.assetbundle	81300148	0	0	0	0	0	7-1杰森：我知道了！不过，能问你件事吗？你什么时候成了人类的走狗？
60030097	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	7-1BOSS死亡慢动作
60030097	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-1队长展示
60030097	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-1队长展示2
60030096	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-1战斗失败
60030096	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-1队长展示2
60030098	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-2开场角色展示
60030100	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	7-2BOSS死亡慢动作
60030100	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-2队长展示
60030100	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-2队长展示2
60030099	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-2战斗失败
60030099	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-2队长展示2
60030101	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-3开场角色展示
60030103	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-3队长展示
60030103	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-3队长展示2
60030102	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-3战斗失败
60030102	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-3队长展示2
60021033	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-4开场角色展示
60021033	1	aside_1	talk	gs_screenplay.str63	assetbundles/prefabs/ui/image/icon/drama_dh/zhenhuwuxu_dh.assetbundle	81300120	0	0	0	0	0	7-4真户吴绪：可算是没白等呢，亚门君
60021033	1	aside_2	talk	gs_screenplay.str64	assetbundles/prefabs/ui/image/icon/drama_dh/yamengangtailang_dh.assetbundle	81300127	0	0	0	0	0	7-4亚门钢太朗：S级，13区的杰森！
60021033	2	aside_3	talk	gs_screenplay.str65	assetbundles/prefabs/ui/image/icon/drama_dh/dashoubayun_dh1.assetbundle	81300149	0	0	0	0	0	7-4杰森：就陪你们玩两分钟吧
60030105	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	7-4BOSS死亡慢动作
60030105	0	aside_1	talk	gs_screenplay.str167	0	0	0	0	0	0	0	7-4旁白：与杰森交手时真户弄坏了自己的昆克，眼看着杰森从容地走掉了……
60030105	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-4队长展示
60030105	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-4队长展示2
60030104	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-4战斗失败
60030104	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-4队长展示2
60030106	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-5开场角色展示
60030108	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	7-5BOSS死亡慢动作
60030108	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-5队长展示
60030108	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-5队长展示2
60030107	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-5战斗失败
60030107	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-5队长展示2
60030109	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-6开场角色展示
60030111	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	7-6BOSS死亡慢动作
60030111	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-6队长展示
60030111	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-6队长展示2
60030110	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-6战斗失败
60030110	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-6队长展示2
60021034	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	7-7开场角色展示
60021034	0	aside_2	talk	gs_screenplay.str168	0	0	0	0	0	0	0	7-7旁白：杰森走后，真户将目光移向已经重伤的笛口朝树……
60021034	2	aside_1	talk	gs_screenplay.str66	assetbundles/prefabs/ui/image/icon/drama_dh/zhenhuwuxu_dh.assetbundle	81300121	0	0	0	0	0	7-7真户吴绪：接下来，就来看看这只杂碎有什么用吧
60030112	1	aside_1	func	BossShow;boss=31000440;anim_id=656	0	0	0	0	0	0	0	7-7BOSS展示
60030112	1	aside_1	func	PlayBossShowUI	0	0	0	0	0	0	0	7-7BOSS展示名字和描述
60030112	1	aside_1	func	BossAnimEnd	0	0	0	0	0	0	0	7-7BOSS展示结束
60030114	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	7-7BOSS死亡慢动作
60030114	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	7-7队长展示
60030114	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-7队长展示2
60030113	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	7-7战斗失败
60030113	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	7-7队长展示2
60021035	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	8-1开场角色展示
60021036	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-1队长展示
60021036	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-1队长展示2
60030115	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-1战斗失败
60030115	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-1队长展示2
60030116	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	8-2开场角色展示
60030118	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	8-2BOSS死亡慢动作
60030118	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-2队长展示
60030118	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-2队长展示2
60030117	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-2战斗失败
60030117	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-2队长展示2
60030119	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	8-3开场角色展示
60030121	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	8-3BOSS死亡慢动作
60030121	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-3队长展示
60030121	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-3队长展示2
60030120	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-3战斗失败
60030120	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-3队长展示2
60021037	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	8-4开场角色展示
60021037	0	aside_3	talk	gs_screenplay.str169	0	0	0	0	0	0	0	8-4旁白：为了学习更多的字给父亲一个惊喜，雏实和母亲凉子一起上街买书，途中遇到CCG的草场和中岛搜查官，察觉到异样的凉子立刻拉起雏实的手想要逃走，然而……
60021037	1	aside_1	talk	gs_screenplay.str70	assetbundles/prefabs/ui/image/icon/drama_dh/dikouchushi_dh.assetbundle	81300160	0	0	0	0	0	8-4笛口雏实：爸爸，妈妈，爸爸就在这附近
60021037	2	aside_2	talk	gs_screenplay.str71	assetbundles/prefabs/ui/image/icon/drama_dh/dikoulangzi_dh.assetbundle	81300164	0	0	0	0	0	8-4笛口凉子：雏实，等等！
60021037	1	0	func	FallDownGangJia	0	0	0	0	0	0	0	8-4【游戏战斗中展示】（雏实和凉子的模型跑出屏幕）
60021038	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	8-4BOSS死亡慢动作
60021038	2	aside_1	talk	gs_screenplay.str72	assetbundles/prefabs/ui/image/icon/drama_dh/dikoulangzi_dh.assetbundle	81300165	0	0	0	0	0	8-4笛口凉子：雏实，快跑！
60021038	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-4队长展示
60021038	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-4队长展示2
60030122	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-4战斗失败
60030122	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-4队长展示2
60030125	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	8-5BOSS死亡慢动作
60030125	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-5队长展示
60030125	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-5队长展示2
60030124	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-5战斗失败
60030124	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-5队长展示2
60035000	1	aside_1	func	EndPose;anim_id=44;pos_name=hero_win	0	0	0	0	0	0	0	8-6队长展示
60035000	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-6队长展示2
60035001	1	aside_1	func	EndPose;anim_id=45;pos_name=hero_lose;show_hero_num=1;	0	0	0	0	0	0	0	8-6战斗失败
60035001	1	aside_1	func	EndPoseFinish	0	0	0	0	0	0	0	8-6队长展示2
60035002	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	8-6开场角色展示
60030126	1	aside_1	func	BeginAnim;lookat=2;3;easeInOut	0	0	0	0	0	0	0	8-7开场角色展示
60030126	1	aside_1	talk	gs_screenplay.str1006	0	0	0	0	0	0	0	8-7旁白：在大街上的慌乱奔跑着的雏实正好撞见金木，她拉着金木来到凉子被困的小巷外……
60021039	1	aside_1	func	BossDead;350;2000	0	0	0	0	0	0	0	8-7BOSS死亡慢动作
60021039	2	aside_2	talk	gs_screenplay.str73	assetbundles/prefabs/ui/image/icon/drama_dh/zhenhuwuxu_dh.assetbundle	81300122	0	0	0	0	0	8-7真户吴绪：真是场不错的雨啊，不过要是再下大点的话就麻烦了，因为那样我就听不到你们临死前的惨叫了
60021039	0	aside_3	talk	gs_screenplay.str170	0	0	0	0	0	0	0	8-7旁白：金木研躲在巷子尽头，眼睁睁看着笛口凉子死在用自己丈夫制成的昆克之下，他只能紧紧捂住雏实的眼睛……
